accuracy,precision,recall,f1,train_time,prediction_time,encoding,classifier
0.45,0.4122390891840607,0.45,0.4157944709415298,0.8767480850219727,0.003908872604370117,Original,Random Forest
0.5833333333333334,0.5777777777777777,0.5833333333333334,0.5638095238095236,0.7101080417633057,0.0054781436920166016,BPE,Random Forest
0.5166666666666667,0.5060303893637227,0.5166666666666667,0.49921555985385774,0.13239288330078125,0.11275887489318848,Original,SVM
0.4,0.28484848484848485,0.4,0.3284271284271284,0.021069049835205078,0.016150236129760742,BPE,SVM
0.45,0.4996843434343434,0.45,0.4218559218559218,4.004326820373535,0.006763935089111328,Original,Neural Network
0.43333333333333335,0.43460925039872406,0.43333333333333335,0.43345543345543347,0.37242603302001953,0.0005323886871337891,BPE,Neural Network
